solver,matrix,rows,nnz,threads,run,factor_s,solve_s,residual,bwderr,mem_fact_mb,mem_rss_mb
PARDISO,ASIC_320k.mtx,321821,2635364,1,1,3.0262,0.0980985,1.23613e-07,4.86103e-33,254.797,364.25
PARDISO,ASIC_320k.mtx,321821,2635364,1,2,2.75423,0.0862175,1.23613e-07,4.86103e-33,254.797,364.316
PARDISO,ASIC_320k.mtx,321821,2635364,1,3,2.74067,0.100482,1.23613e-07,4.86103e-33,254.797,364.105
PARDISO,ASIC_320k.mtx,321821,2635364,1,4,2.98024,0.0796958,1.23613e-07,4.86103e-33,254.797,364.273
PARDISO,ASIC_320k.mtx,321821,2635364,2,1,2.66149,0.0840812,1.23613e-07,4.86103e-33,265.996,371.902
PARDISO,ASIC_320k.mtx,321821,2635364,2,2,2.64592,0.0773167,1.23613e-07,4.86103e-33,265.996,371.777
PARDISO,ASIC_320k.mtx,321821,2635364,2,3,2.59114,0.0833899,1.23613e-07,4.86103e-33,265.996,371.742
PARDISO,ASIC_320k.mtx,321821,2635364,2,4,2.57342,0.0822506,1.23613e-07,4.86103e-33,265.996,371.77
PARDISO,ASIC_320k.mtx,321821,2635364,4,1,2.51262,0.0675327,1.23613e-07,4.86103e-33,291.951,383.957
PARDISO,ASIC_320k.mtx,321821,2635364,4,2,2.43803,0.0777346,1.23613e-07,4.86103e-33,291.951,383.871
PARDISO,ASIC_320k.mtx,321821,2635364,4,3,2.47558,0.0706936,1.23613e-07,4.86103e-33,291.951,383.262
PARDISO,ASIC_320k.mtx,321821,2635364,4,4,2.41127,0.0814072,1.23613e-07,4.86103e-33,291.951,383.285
